#{"t_start": 1753683632.3801727, "env_id": "None"}
r,l,t
6.0,1,3.622078
10.0,1,3.627593
10.0,1,3.628048
4.0,1,3.628577
5.0,1,3.629075
5.0,1,3.636256
5.0,1,3.636706
10.0,1,3.637097
6.0,1,3.637488
-11.0,1,3.63969
5.0,1,3.640092
5.0,1,3.64049
5.0,1,3.640713
5.0,1,3.643001
10.0,1,3.643434
6.0,1,3.64382
5.0,1,3.644192
5.0,1,3.646453
10.0,1,3.646858
10.0,1,3.647234
6.0,1,3.647648
10.0,1,3.649884
5.0,1,3.650277
5.0,1,3.650672
4.0,1,3.651041
5.0,1,3.653317
5.0,1,3.653729
5.0,1,3.654106
10.0,1,3.654498
5.0,1,3.656761
-10.0,1,3.656998
10.0,1,3.657387
5.0,1,3.657775
4.0,1,3.660026
6.0,1,3.660452
5.0,1,3.660837
5.0,1,3.661216
5.0,1,3.663482
10.0,1,3.663879
10.0,1,3.664253
6.0,1,3.664659
6.0,1,3.666916
6.0,1,3.667309
6.0,1,3.667705
2.0,1,3.667923
6.0,1,3.670171
10.0,1,3.670582
5.0,1,3.670961
6.0,1,3.671329
5.0,1,3.673613
5.0,1,3.674004
6.0,1,3.674393
10.0,1,3.674771
4.0,1,3.677029
6.0,1,3.677442
5.0,1,3.67783
10.0,1,3.678197
6.0,1,3.680469
5.0,1,3.680867
5.0,1,3.681237
6.0,1,3.681623
5.0,1,3.683846
5.0,1,3.684238
6.0,1,3.684648
6.0,1,3.685016
5.0,1,3.687241
5.0,1,3.687655
6.0,1,3.688031
5.0,1,3.688433
5.0,1,3.690707
10.0,1,3.6911
5.0,1,3.69149
10.0,1,3.691859
10.0,1,3.694115
4.0,1,3.694534
5.0,1,3.694911
6.0,1,3.695276
10.0,1,3.69756
5.0,1,3.698056
10.0,1,3.698554
10.0,1,3.698999
6.0,1,3.701251
5.0,1,3.701679
5.0,1,3.702059
4.0,1,3.702457
6.0,1,3.704717
4.0,1,3.705132
6.0,1,3.705537
5.0,1,3.705915
10.0,1,3.708163
4.0,1,3.708601
5.0,1,3.70899
5.0,1,3.709383
10.0,1,3.711672
5.0,1,3.712063
5.0,1,3.712466
5.0,1,3.71284
0.0,1,3.715022
6.0,1,3.715445
5.0,1,3.715827
1.0,1,3.716043
10.0,1,3.718294
5.0,1,3.718729
5.0,1,3.719107
4.0,1,3.719506
5.0,1,3.72177
5.0,1,3.722167
10.0,1,3.722563
5.0,1,3.722939
5.0,1,3.725206
6.0,1,3.725621
10.0,1,3.725995
6.0,1,3.726387
5.0,1,3.728637
6.0,1,3.729042
5.0,1,3.729435
6.0,1,3.729807
10.0,1,3.732046
6.0,1,3.732467
5.0,1,3.732843
7.0,1,3.733214
5.0,1,3.735481
6.0,1,3.735876
6.0,1,3.736268
10.0,1,3.73651
6.0,1,3.738743
5.0,1,3.739139
10.0,1,3.739621
5.0,1,3.74021
10.0,1,3.742613
10.0,1,3.743009
10.0,1,3.743419
6.0,1,3.743796
10.0,1,3.746057
5.0,1,3.746471
10.0,1,3.746847
4.0,1,3.747214
10.0,1,3.749496
5.0,1,3.749891
6.0,1,3.750264
6.0,1,3.750662
5.0,1,3.75292
10.0,1,3.753317
6.0,1,3.753717
5.0,1,3.754092
4.0,1,3.756382
5.0,1,3.756781
6.0,1,3.757154
10.0,1,3.757542
5.0,1,3.759785
5.0,1,3.760179
5.0,1,3.760581
5.0,1,3.7608
5.0,1,3.763027
6.0,1,3.76344
10.0,1,3.763819
5.0,1,3.764183
5.0,1,3.766472
5.0,1,3.766866
5.0,1,3.767238
4.0,1,3.767679
5.0,1,3.769952
5.0,1,3.770364
2.0,1,3.770587
10.0,1,3.770949
1.0,1,3.773039
10.0,1,3.773468
5.0,1,3.773854
2.0,1,3.774224
5.0,1,3.776532
6.0,1,3.776927
5.0,1,3.777298
6.0,1,3.777698
5.0,1,3.780016
5.0,1,3.780444
4.0,1,3.78083
6.0,1,3.7812
4.0,1,3.783494
4.0,1,3.783886
10.0,1,3.784257
5.0,1,3.784662
-11.0,1,3.786759
5.0,1,3.787163
5.0,1,3.787567
5.0,1,3.787949
5.0,1,3.790207
5.0,1,3.79063
4.0,1,3.791007
5.0,1,3.7914
10.0,1,3.793666
4.0,1,3.794058
6.0,1,3.794452
6.0,1,3.794824
5.0,1,3.797071
5.0,1,3.797485
5.0,1,3.797861
5.0,1,3.798225
5.0,1,3.800977
6.0,1,3.801475
5.0,1,3.801939
4.0,1,3.802398
5.0,1,3.804986
5.0,1,3.805474
10.0,1,3.805922
6.0,1,3.80639
6.0,1,3.809005
1.0,1,3.809493
5.0,1,3.809942
4.0,1,3.810193
5.0,1,3.812818
6.0,1,3.81328
10.0,1,3.813753
4.0,1,3.814196
5.0,1,3.816838
0.0,1,3.817121
5.0,1,3.817576
5.0,1,3.818018
-10.0,1,3.820469
5.0,1,3.820936
6.0,1,3.821399
5.0,1,3.821842
-10.0,1,3.824245
5.0,1,3.824733
10.0,1,3.825185
6.0,1,3.825648
5.0,1,3.828215
6.0,1,3.828704
6.0,1,3.829157
5.0,1,3.829615
5.0,1,3.832756
5.0,1,3.833232
10.0,1,3.833707
5.0,1,3.834146
10.0,1,3.83679
10.0,1,3.83725
6.0,1,3.837711
10.0,1,3.838146
10.0,1,3.840773
1.0,1,3.841044
5.0,1,3.841498
5.0,1,3.841936
5.0,1,3.844537
10.0,1,3.845001
6.0,1,3.845465
5.0,1,3.845908
6.0,1,3.848579
5.0,1,3.849056
10.0,1,3.849521
5.0,1,3.849961
10.0,1,3.852603
6.0,1,3.853067
6.0,1,3.853532
5.0,1,3.853975
10.0,1,3.85661
10.0,1,3.857073
5.0,1,3.857538
6.0,1,3.857978
6.0,1,3.860595
5.0,1,3.861057
5.0,1,3.861518
10.0,1,3.861966
10.0,1,3.864563
6.0,1,3.864954
10.0,1,3.865329
6.0,1,3.865725
5.0,1,3.868007
5.0,1,3.868421
5.0,1,3.868797
6.0,1,3.869161
3.0,1,3.871224
5.0,1,3.87164
10.0,1,3.872026
5.0,1,3.872414
5.0,1,3.874645
5.0,1,3.875037
1.0,1,3.875432
10.0,1,3.875805
6.0,1,3.878054
5.0,1,3.878478
6.0,1,3.878853
1.0,1,3.879069
5.0,1,3.881276
6.0,1,3.881687
5.0,1,3.882062
10.0,1,3.882447
5.0,1,3.88468
5.0,1,3.885072
5.0,1,3.885461
5.0,1,3.885827
10.0,1,3.888054
10.0,1,3.888482
10.0,1,3.888853
6.0,1,3.889212
10.0,1,3.891443
6.0,1,3.891834
5.0,1,3.892207
6.0,1,3.892589
10.0,1,3.894825
10.0,1,3.89506
5.0,1,3.895446
10.0,1,3.895818
6.0,1,3.898034
5.0,1,3.898448
10.0,1,3.898835
5.0,1,3.899209
10.0,1,3.901543
6.0,1,3.90194
5.0,1,3.90231
10.0,1,3.902696
5.0,1,3.904945
10.0,1,3.905359
5.0,1,3.905744
10.0,1,3.90611
10.0,1,3.908324
5.0,1,3.908747
4.0,1,3.90912
6.0,1,3.909529
6.0,1,3.911754
5.0,1,3.912144
10.0,1,3.912539
5.0,1,3.912907
5.0,1,3.915103
10.0,1,3.915518
10.0,1,3.915894
5.0,1,3.916261
6.0,1,3.918514
5.0,1,3.91875
5.0,1,3.919112
6.0,1,3.919524
5.0,1,3.921748
5.0,1,3.922143
6.0,1,3.922539
5.0,1,3.922911
10.0,1,3.925132
5.0,1,3.925545
6.0,1,3.92592
5.0,1,3.926283
5.0,1,3.92853
5.0,1,3.928931
5.0,1,3.929303
5.0,1,3.929689
10.0,1,3.931912
5.0,1,3.932316
2.0,1,3.932554
6.0,1,3.932916
5.0,1,3.935123
10.0,1,3.93554
5.0,1,3.935922
5.0,1,3.936286
10.0,1,3.938528
5.0,1,3.938933
10.0,1,3.939304
6.0,1,3.939693
6.0,1,3.941924
5.0,1,3.942385
5.0,1,3.942764
5.0,1,3.943132
6.0,1,3.945358
6.0,1,3.945752
5.0,1,3.946123
5.0,1,3.946517
6.0,1,3.948721
5.0,1,3.949112
6.0,1,3.949501
6.0,1,3.94987
5.0,1,3.952072
10.0,1,3.952484
6.0,1,3.952858
6.0,1,3.953226
5.0,1,3.955455
10.0,1,3.955848
5.0,1,3.956234
5.0,1,3.956625
6.0,1,3.958824
10.0,1,3.959216
5.0,1,3.959612
5.0,1,3.959985
5.0,1,3.962201
10.0,1,3.962615
5.0,1,3.962992
5.0,1,3.963378
6.0,1,3.965595
5.0,1,3.965988
5.0,1,3.966378
5.0,1,3.966753
6.0,1,3.968985
5.0,1,3.9694
5.0,1,3.96978
5.0,1,3.970146
5.0,1,3.972398
6.0,1,3.972794
6.0,1,3.973167
6.0,1,3.973552
5.0,1,3.975781
6.0,1,3.976175
5.0,1,3.976569
5.0,1,3.976947
5.0,1,3.979148
10.0,1,3.979558
5.0,1,3.979932
6.0,1,3.980297
4.0,1,3.982542
5.0,1,3.982936
6.0,1,3.983303
5.0,1,3.983685
5.0,1,3.985897
6.0,1,3.98629
6.0,1,3.986532
5.0,1,3.9869
5.0,1,3.989143
10.0,1,3.98956
5.0,1,3.989938
4.0,1,3.990315
10.0,1,3.992552
5.0,1,3.992946
5.0,1,3.99332
10.0,1,3.993711
5.0,1,3.995933
6.0,1,3.996328
6.0,1,3.996732
5.0,1,3.997098
10.0,1,3.99933
10.0,1,3.999744
6.0,1,4.000127
5.0,1,4.000514
6.0,1,4.00276
10.0,1,4.003184
5.0,1,4.003607
5.0,1,4.003989
3.0,1,4.006077
2.0,1,4.006306
5.0,1,4.006714
5.0,1,4.007087
6.0,1,4.009294
6.0,1,4.009709
6.0,1,4.010083
10.0,1,4.010468
10.0,1,4.012687
4.0,1,4.013081
6.0,1,4.013475
10.0,1,4.01385
6.0,1,4.016058
6.0,1,4.016476
10.0,1,4.016853
5.0,1,4.017215
5.0,1,4.019472
6.0,1,4.019866
10.0,1,4.020236
5.0,1,4.020625
4.0,1,4.022835
5.0,1,4.023243
5.0,1,4.023661
5.0,1,4.024033
5.0,1,4.026247
5.0,1,4.026665
5.0,1,4.027044
6.0,1,4.02743
6.0,1,4.029649
5.0,1,4.030041
5.0,1,4.030431
5.0,1,4.030802
5.0,1,4.033011
5.0,1,4.033422
10.0,1,4.033799
6.0,1,4.034162
5.0,1,4.036404
6.0,1,4.036812
6.0,1,4.037179
6.0,1,4.037562
5.0,1,4.039771
5.0,1,4.040003
6.0,1,4.040385
5.0,1,4.040759
4.0,1,4.042988
2.0,1,4.043401
5.0,1,4.043777
5.0,1,4.044143
5.0,1,4.046363
6.0,1,4.046764
6.0,1,4.047133
5.0,1,4.047518
5.0,1,4.049744
6.0,1,4.050143
4.0,1,4.050542
10.0,1,4.050912
10.0,1,4.053146
5.0,1,4.053562
5.0,1,4.053936
5.0,1,4.054298
6.0,1,4.056541
5.0,1,4.056776
6.0,1,4.057137
5.0,1,4.057528
5.0,1,4.059751
6.0,1,4.060146
6.0,1,4.06054
6.0,1,4.060906
10.0,1,4.06311
5.0,1,4.063526
5.0,1,4.063903
5.0,1,4.064265
10.0,1,4.066548
10.0,1,4.066941
6.0,1,4.067311
5.0,1,4.067694
5.0,1,4.069922
5.0,1,4.070312
5.0,1,4.070702
5.0,1,4.071081
6.0,1,4.073285
5.0,1,4.073695
5.0,1,4.074068
6.0,1,4.074452
5.0,1,4.076678
5.0,1,4.077071
5.0,1,4.077459
5.0,1,4.077827
5.0,1,4.08005
5.0,1,4.080463
6.0,1,4.08084
4.0,1,4.081216
5.0,1,4.083457
6.0,1,4.083854
5.0,1,4.084226
10.0,1,4.084613
5.0,1,4.086834
5.0,1,4.087229
4.0,1,4.087625
6.0,1,4.088
5.0,1,4.090227
5.0,1,4.09065
5.0,1,4.091022
10.0,1,4.091424
6.0,1,4.093665
5.0,1,4.094059
6.0,1,4.094449
5.0,1,4.094818
5.0,1,4.097046
4.0,1,4.09746
4.0,1,4.097681
5.0,1,4.098058
5.0,1,4.100276
5.0,1,4.100689
10.0,1,4.101064
6.0,1,4.101448
5.0,1,4.103735
5.0,1,4.10413
5.0,1,4.104522
6.0,1,4.104895
5.0,1,4.107108
10.0,1,4.107541
10.0,1,4.107914
6.0,1,4.108278
6.0,1,4.11051
6.0,1,4.110902
10.0,1,4.111275
5.0,1,4.111676
5.0,1,4.113898
4.0,1,4.114291
10.0,1,4.114685
5.0,1,4.115056
5.0,1,4.117267
6.0,1,4.117682
6.0,1,4.118057
5.0,1,4.118453
6.0,1,4.120673
-10.0,1,4.12091
10.0,1,4.121273
6.0,1,4.121663
6.0,1,4.123863
6.0,1,4.124256
5.0,1,4.124653
10.0,1,4.125023
10.0,1,4.127254
5.0,1,4.127669
5.0,1,4.128043
10.0,1,4.128436
6.0,1,4.130676
6.0,1,4.131068
10.0,1,4.131454
6.0,1,4.131824
6.0,1,4.134035
5.0,1,4.134448
5.0,1,4.134821
5.0,1,4.135186
5.0,1,4.137418
6.0,1,4.137809
6.0,1,4.138176
5.0,1,4.138572
5.0,1,4.140784
5.0,1,4.141175
10.0,1,4.141568
5.0,1,4.141945
6.0,1,4.144153
5.0,1,4.144567
5.0,1,4.144948
5.0,1,4.145308
5.0,1,4.147559
6.0,1,4.147955
5.0,1,4.148329
6.0,1,4.148736
1.0,1,4.150961
10.0,1,4.151371
6.0,1,4.151751
5.0,1,4.152114
10.0,1,4.154352
2.0,1,4.154588
6.0,1,4.154953
5.0,1,4.155318
10.0,1,4.157549
5.0,1,4.157943
5.0,1,4.158313
6.0,1,4.158706
5.0,1,4.160959
5.0,1,4.161373
5.0,1,4.161753
5.0,1,4.162119
10.0,1,4.164354
5.0,1,4.164751
10.0,1,4.165122
10.0,1,4.165512
5.0,1,4.167742
5.0,1,4.168136
5.0,1,4.168529
5.0,1,4.168898
6.0,1,4.171104
6.0,1,4.171517
5.0,1,4.171895
5.0,1,4.17226
5.0,1,4.174495
5.0,1,4.174886
6.0,1,4.175255
6.0,1,4.175651
5.0,1,4.177872
6.0,1,4.178264
5.0,1,4.178664
6.0,1,4.179032
10.0,1,4.181267
6.0,1,4.181678
5.0,1,4.182051
5.0,1,4.182435
10.0,1,4.184671
5.0,1,4.185063
6.0,1,4.185452
6.0,1,4.185818
6.0,1,4.188032
5.0,1,4.188457
4.0,1,4.188836
10.0,1,4.189216
10.0,1,4.19147
6.0,1,4.191864
10.0,1,4.192235
10.0,1,4.19262
10.0,1,4.194843
6.0,1,4.195237
2.0,1,4.195631
10.0,1,4.196
10.0,1,4.198232
10.0,1,4.198644
6.0,1,4.199019
6.0,1,4.199414
6.0,1,4.201663
5.0,1,4.202052
5.0,1,4.202445
5.0,1,4.202816
5.0,1,4.205053
6.0,1,4.205464
10.0,1,4.205845
5.0,1,4.20621
10.0,1,4.208477
5.0,1,4.208868
6.0,1,4.209245
5.0,1,4.209627
5.0,1,4.211864
5.0,1,4.212257
6.0,1,4.212664
10.0,1,4.213042
5.0,1,4.215276
10.0,1,4.215693
5.0,1,4.21607
4.0,1,4.216455
10.0,1,4.218679
10.0,1,4.219084
6.0,1,4.219471
10.0,1,4.21984
5.0,1,4.221908
5.0,1,4.222303
10.0,1,4.222696
6.0,1,4.223064
4.0,1,4.22529
5.0,1,4.225703
5.0,1,4.226079
5.0,1,4.226466
5.0,1,4.228685
10.0,1,4.229079
5.0,1,4.229482
10.0,1,4.229852
10.0,1,4.232059
5.0,1,4.232471
2.0,1,4.232692
5.0,1,4.233047
10.0,1,4.235253
6.0,1,4.235667
10.0,1,4.236042
10.0,1,4.236428
10.0,1,4.238679
10.0,1,4.239086
10.0,1,4.239475
10.0,1,4.239847
5.0,1,4.242048
5.0,1,4.24246
5.0,1,4.242838
5.0,1,4.243203
5.0,1,4.245428
10.0,1,4.245821
5.0,1,4.246193
6.0,1,4.246582
10.0,1,4.248804
5.0,1,4.249197
4.0,1,4.249433
10.0,1,4.249804
6.0,1,4.252017
2.0,1,4.252251
5.0,1,4.252645
2.0,1,4.252861
10.0,1,4.255066
5.0,1,4.25548
6.0,1,4.255856
5.0,1,4.256221
6.0,1,4.258459
6.0,1,4.258852
-10.0,1,4.259068
10.0,1,4.259447
10.0,1,4.261668
5.0,1,4.261903
5.0,1,4.26228
5.0,1,4.262668
5.0,1,4.264894
10.0,1,4.265289
10.0,1,4.265679
6.0,1,4.266044
10.0,1,4.268261
10.0,1,4.268681
5.0,1,4.269056
4.0,1,4.269438
6.0,1,4.271688
5.0,1,4.272094
6.0,1,4.272486
6.0,1,4.272858
5.0,1,4.275056
6.0,1,4.275468
5.0,1,4.275842
6.0,1,4.276205
5.0,1,4.27844
6.0,1,4.278844
6.0,1,4.27921
6.0,1,4.279594
6.0,1,4.281791
5.0,1,4.282184
5.0,1,4.282578
10.0,1,4.282954
5.0,1,4.285163
5.0,1,4.28558
5.0,1,4.285974
6.0,1,4.286352
10.0,1,4.288585
6.0,1,4.288974
1.0,1,4.289189
4.0,1,4.289564
6.0,1,4.29177
10.0,1,4.292162
6.0,1,4.292555
4.0,1,4.292924
4.0,1,4.295141
5.0,1,4.295555
6.0,1,4.29595
5.0,1,4.296314
4.0,1,4.298565
6.0,1,4.298966
5.0,1,4.299353
5.0,1,4.299727
10.0,1,4.301969
5.0,1,4.302382
5.0,1,4.302756
5.0,1,4.30312
5.0,1,4.305383
4.0,1,4.305781
5.0,1,4.306153
6.0,1,4.306555
10.0,1,4.308867
2.0,1,4.309261
6.0,1,4.309666
10.0,1,4.31004
10.0,1,4.312265
2.0,1,4.312678
6.0,1,4.313061
5.0,1,4.313444
6.0,1,4.315677
5.0,1,4.316076
5.0,1,4.316468
5.0,1,4.316848
10.0,1,4.319094
6.0,1,4.319509
5.0,1,4.319885
5.0,1,4.320259
5.0,1,4.322506
6.0,1,4.322896
6.0,1,4.323265
10.0,1,4.323649
5.0,1,4.325899
5.0,1,4.326294
10.0,1,4.326695
5.0,1,4.327061
5.0,1,4.329351
10.0,1,4.329748
5.0,1,4.33012
6.0,1,4.330507
5.0,1,4.332718
6.0,1,4.333109
5.0,1,4.333508
6.0,1,4.333876
6.0,1,4.336129
5.0,1,4.33655
6.0,1,4.336773
5.0,1,4.337132
10.0,1,4.33936
6.0,1,4.339759
5.0,1,4.340134
-10.0,1,4.340365
5.0,1,4.34257
6.0,1,4.342963
5.0,1,4.343363
5.0,1,4.34374
5.0,1,4.345981
5.0,1,4.346393
10.0,1,4.346778
2.0,1,4.347144
6.0,1,4.349415
10.0,1,4.349806
10.0,1,4.350176
5.0,1,4.35056
6.0,1,4.352767
5.0,1,4.353157
5.0,1,4.353549
5.0,1,4.353916
5.0,1,4.356114
5.0,1,4.356526
6.0,1,4.356915
6.0,1,4.35728
2.0,1,4.359526
5.0,1,4.359918
6.0,1,4.360293
5.0,1,4.360677
5.0,1,4.362876
10.0,1,4.363268
10.0,1,4.363657
6.0,1,4.364023
5.0,1,4.366239
5.0,1,4.366657
5.0,1,4.367032
10.0,1,4.367419
10.0,1,4.369642
5.0,1,4.370035
10.0,1,4.370434
5.0,1,4.370808
6.0,1,4.373036
10.0,1,4.373446
5.0,1,4.373822
5.0,1,4.374188
10.0,1,4.376446
10.0,1,4.376849
6.0,1,4.377221
10.0,1,4.377608
5.0,1,4.379832
10.0,1,4.380271
7.0,1,4.380519
5.0,1,4.380882
5.0,1,4.383074
5.0,1,4.38349
6.0,1,4.383866
6.0,1,4.384234
6.0,1,4.386462
6.0,1,4.386864
6.0,1,4.387233
5.0,1,4.387618
5.0,1,4.389858
5.0,1,4.39026
10.0,1,4.39066
6.0,1,4.391026
6.0,1,4.393244
5.0,1,4.39366
5.0,1,4.394036
5.0,1,4.39442
5.0,1,4.396687
5.0,1,4.39708
5.0,1,4.39747
6.0,1,4.397838
6.0,1,4.400074
5.0,1,4.400487
6.0,1,4.400862
6.0,1,4.401228
10.0,1,4.403464
5.0,1,4.403857
6.0,1,4.404232
5.0,1,4.404621
5.0,1,4.406911
10.0,1,4.407303
10.0,1,4.407706
10.0,1,4.408072
1.0,1,4.410314
1.0,1,4.410569
5.0,1,4.410937
6.0,1,4.411306
6.0,1,4.41358
10.0,1,4.413975
5.0,1,4.414365
10.0,1,4.414738
5.0,1,4.41697
4.0,1,4.417205
5.0,1,4.417587
10.0,1,4.417958
5.0,1,4.420181
5.0,1,4.420593
5.0,1,4.420966
5.0,1,4.421351
6.0,1,4.423558
5.0,1,4.42395
10.0,1,4.424322
5.0,1,4.424717
10.0,1,4.426933
5.0,1,4.427327
5.0,1,4.427738
5.0,1,4.428111
5.0,1,4.430354
0.0,1,4.430592
6.0,1,4.430956
6.0,1,4.431322
5.0,1,4.433571
6.0,1,4.433966
10.0,1,4.434353
6.0,1,4.434742
10.0,1,4.436983
5.0,1,4.437395
6.0,1,4.43777
5.0,1,4.438137
4.0,1,4.440376
5.0,1,4.440772
6.0,1,4.441146
10.0,1,4.441529
6.0,1,4.443759
6.0,1,4.444153
5.0,1,4.444546
5.0,1,4.444911
6.0,1,4.447127
5.0,1,4.447537
5.0,1,4.447911
5.0,1,4.448287
5.0,1,4.450528
10.0,1,4.450922
5.0,1,4.451293
2.0,1,4.451538
5.0,1,4.45375
5.0,1,4.454139
7.0,1,4.454371
10.0,1,4.454733
10.0,1,4.456969
5.0,1,4.457379
5.0,1,4.457759
6.0,1,4.458126
5.0,1,4.460398
5.0,1,4.460792
4.0,1,4.461165
10.0,1,4.461552
6.0,1,4.463774
6.0,1,4.464174
6.0,1,4.464567
5.0,1,4.464934
5.0,1,4.467149
10.0,1,4.467574
6.0,1,4.467951
6.0,1,4.468328
10.0,1,4.47059
10.0,1,4.470825
5.0,1,4.471192
5.0,1,4.471582
5.0,1,4.473814
10.0,1,4.474206
10.0,1,4.474617
5.0,1,4.474987
5.0,1,4.477214
5.0,1,4.477629
5.0,1,4.478004
5.0,1,4.4784
10.0,1,4.480623
10.0,1,4.481016
5.0,1,4.48141
4.0,1,4.481786
10.0,1,4.484009
5.0,1,4.484424
6.0,1,4.4848
10.0,1,4.48516
5.0,1,4.487397
5.0,1,4.487793
5.0,1,4.488165
10.0,1,4.488566
10.0,1,4.490809
10.0,1,4.4912
5.0,1,4.491594
10.0,1,4.49196
6.0,1,4.494192
5.0,1,4.494609
5.0,1,4.494984
5.0,1,4.495364
5.0,1,4.497591
10.0,1,4.497981
10.0,1,4.498369
10.0,1,4.498749
5.0,1,4.500981
5.0,1,4.501394
5.0,1,4.501772
6.0,1,4.502136
6.0,1,4.504361
6.0,1,4.504758
6.0,1,4.505131
6.0,1,4.505519
5.0,1,4.507778
5.0,1,4.50817
5.0,1,4.508572
4.0,1,4.508942
10.0,1,4.511208
5.0,1,4.511625
5.0,1,4.512001
2.0,1,4.512386
5.0,1,4.514621
5.0,1,4.51504
6.0,1,4.515437
4.0,1,4.515811
10.0,1,4.518026
5.0,1,4.51844
5.0,1,4.518818
5.0,1,4.519183
5.0,1,4.521234
5.0,1,4.521667
5.0,1,4.522039
5.0,1,4.522435
5.0,1,4.52465
5.0,1,4.525042
5.0,1,4.525432
10.0,1,4.5258
5.0,1,4.527867
-8.0,1,4.528097
5.0,1,4.528482
5.0,1,4.528853
5.0,1,4.531071
5.0,1,4.531483
10.0,1,4.531859
5.0,1,4.532224
6.0,1,4.534455
6.0,1,4.534849
6.0,1,4.535224
5.0,1,4.535629
5.0,1,4.53785
5.0,1,4.538243
10.0,1,4.538636
5.0,1,4.539006
5.0,1,4.541209
5.0,1,4.54162
10.0,1,4.541993
6.0,1,4.542376
5.0,1,4.544625
5.0,1,4.545017
6.0,1,4.54541
10.0,1,4.545784
5.0,1,4.548015
5.0,1,4.548431
5.0,1,4.548809
4.0,1,4.549175
6.0,1,4.551414
4.0,1,4.551806
4.0,1,4.552176
5.0,1,4.552563
10.0,1,4.554809
10.0,1,4.555209
4.0,1,4.555601
5.0,1,4.555968
5.0,1,4.558192
5.0,1,4.558606
6.0,1,4.558993
5.0,1,4.559377
5.0,1,4.561607
5.0,1,4.561997
6.0,1,4.562389
5.0,1,4.562762
10.0,1,4.564974
6.0,1,4.565208
5.0,1,4.565593
5.0,1,4.565962
5.0,1,4.568181
10.0,1,4.568592
10.0,1,4.568994
-10.0,1,4.569202
4.0,1,4.571425
5.0,1,4.571815
10.0,1,4.572185
4.0,1,4.572573
5.0,1,4.574789
2.0,1,4.575182
5.0,1,4.575575
-11.0,1,4.575805
5.0,1,4.578015
6.0,1,4.578428
5.0,1,4.578818
5.0,1,4.579181
5.0,1,4.581238
5.0,1,4.581654
5.0,1,4.58203
10.0,1,4.582421
5.0,1,4.584656
5.0,1,4.58505
5.0,1,4.585441
5.0,1,4.585659
10.0,1,4.587857
10.0,1,4.588247
6.0,1,4.58864
6.0,1,4.58902
5.0,1,4.591246
6.0,1,4.591658
4.0,1,4.592033
5.0,1,4.592419
5.0,1,4.594649
6.0,1,4.595043
6.0,1,4.595436
-10.0,1,4.595657
5.0,1,4.59785
5.0,1,4.598244
6.0,1,4.59864
6.0,1,4.599021
10.0,1,4.601241
5.0,1,4.601657
5.0,1,4.602032
6.0,1,4.602416
10.0,1,4.604635
6.0,1,4.605027
5.0,1,4.605244
5.0,1,4.605639
5.0,1,4.607896
10.0,1,4.608289
6.0,1,4.608696
5.0,1,4.60908
10.0,1,4.611307
5.0,1,4.611733
6.0,1,4.61211
5.0,1,4.612509
5.0,1,4.614723
5.0,1,4.615116
5.0,1,4.615509
5.0,1,4.615881
1.0,1,4.617949
5.0,1,4.618362
5.0,1,4.618742
3.0,1,4.618968
5.0,1,4.62118
10.0,1,4.621594
2.0,1,4.621968
5.0,1,4.622331
0.0,1,4.624402
4.0,1,4.624629
10.0,1,4.624993
10.0,1,4.625381
5.0,1,4.627607
5.0,1,4.628
5.0,1,4.628388
5.0,1,4.628761
5.0,1,4.630999
10.0,1,4.631425
5.0,1,4.631824
5.0,1,4.632187
5.0,1,4.634419
5.0,1,4.634811
5.0,1,4.635178
5.0,1,4.635564
10.0,1,4.637798
5.0,1,4.638192
5.0,1,4.638584
5.0,1,4.638952
5.0,1,4.641208
6.0,1,4.641628
5.0,1,4.642003
6.0,1,4.642385
10.0,1,4.644611
6.0,1,4.645003
10.0,1,4.645397
6.0,1,4.645769
10.0,1,4.647993
5.0,1,4.64841
5.0,1,4.648788
6.0,1,4.649166
5.0,1,4.651401
2.0,1,4.651638
6.0,1,4.652002
5.0,1,4.652388
10.0,1,4.654613
10.0,1,4.655004
5.0,1,4.655392
5.0,1,4.655762
6.0,1,4.657987
6.0,1,4.658396
5.0,1,4.658773
5.0,1,4.659135
10.0,1,4.661362
5.0,1,4.661757
10.0,1,4.662126
5.0,1,4.662513
2.0,1,4.664587
4.0,1,4.664981
5.0,1,4.66537
5.0,1,4.665743
10.0,1,4.667974
6.0,1,4.668394
10.0,1,4.668775
5.0,1,4.669153
6.0,1,4.671375
5.0,1,4.67177
5.0,1,4.672141
6.0,1,4.672526
2.0,1,4.674735
6.0,1,4.675127
5.0,1,4.675518
10.0,1,4.675889
