#{"t_start": 1753683632.3801727, "env_id": "None"}
r,l,t
4.0,1,1.459563
7.0,1,1.459964
4.0,1,1.460359
4.0,1,1.460737
7.0,1,1.462971
4.0,1,1.463395
6.0,1,1.463776
-10.0,1,1.463985
6.0,1,1.466188
5.0,1,1.46662
7.0,1,1.467002
4.0,1,1.467218
5.0,1,1.469275
4.0,1,1.469689
4.0,1,1.470066
4.0,1,1.470465
4.0,1,1.472734
6.0,1,1.473147
4.0,1,1.473591
4.0,1,1.473971
4.0,1,1.476234
7.0,1,1.476659
0.0,1,1.477044
6.0,1,1.477444
4.0,1,1.479719
4.0,1,1.480114
5.0,1,1.480331
4.0,1,1.480568
6.0,1,1.482628
0.0,1,1.483024
4.0,1,1.483446
6.0,1,1.483826
4.0,1,1.48607
4.0,1,1.486484
7.0,1,1.486862
-11.0,1,1.487078
4.0,1,1.489305
4.0,1,1.489727
4.0,1,1.490105
6.0,1,1.490494
7.0,1,1.492753
4.0,1,1.493147
2.0,1,1.493396
7.0,1,1.493767
4.0,1,1.496002
4.0,1,1.496415
6.0,1,1.496789
4.0,1,1.497154
4.0,1,1.499388
-10.0,1,1.499626
4.0,1,1.499993
0.0,1,1.500387
7.0,1,1.502482
5.0,1,1.50271
6.0,1,1.503075
6.0,1,1.503478
6.0,1,1.505729
7.0,1,1.506127
7.0,1,1.50652
4.0,1,1.506891
3.0,1,1.508993
4.0,1,1.509427
5.0,1,1.509652
6.0,1,1.510013
6.0,1,1.512239
4.0,1,1.512657
4.0,1,1.513038
6.0,1,1.513444
3.0,1,1.515517
0.0,1,1.515916
-10.0,1,1.516134
6.0,1,1.516526
4.0,1,1.518758
6.0,1,1.519155
6.0,1,1.519564
2.0,1,1.519785
7.0,1,1.522016
4.0,1,1.52243
7.0,1,1.522832
4.0,1,1.523207
4.0,1,1.52546
7.0,1,1.525853
4.0,1,1.526224
6.0,1,1.526613
6.0,1,1.529566
5.0,1,1.529915
7.0,1,1.530555
6.0,1,1.530837
7.0,1,1.533068
7.0,1,1.533499
4.0,1,1.533884
4.0,1,1.534259
6.0,1,1.536531
6.0,1,1.536926
4.0,1,1.537303
4.0,1,1.537718
4.0,1,1.539984
4.0,1,1.540417
5.0,1,1.540803
4.0,1,1.541176
7.0,1,1.54344
4.0,1,1.543838
7.0,1,1.544212
5.0,1,1.544616
4.0,1,1.546843
10.0,1,1.547077
7.0,1,1.547463
4.0,1,1.547837
5.0,1,1.550075
5.0,1,1.550491
-11.0,1,1.550717
7.0,1,1.551083
7.0,1,1.553309
5.0,1,1.55374
7.0,1,1.554133
5.0,1,1.554524
7.0,1,1.556769
5.0,1,1.557166
5.0,1,1.557576
2.0,1,1.557953
5.0,1,1.560058
5.0,1,1.560481
7.0,1,1.560862
5.0,1,1.561234
5.0,1,1.563513
5.0,1,1.563909
7.0,1,1.564282
-10.0,1,1.564521
5.0,1,1.566735
3.0,1,1.566969
5.0,1,1.567356
7.0,1,1.567734
7.0,1,1.570021
7.0,1,1.570461
2.0,1,1.570864
-10.0,1,1.571084
5.0,1,1.573302
5.0,1,1.57373
5.0,1,1.57411
5.0,1,1.574503
5.0,1,1.576741
5.0,1,1.577136
2.0,1,1.577382
5.0,1,1.577753
5.0,1,1.580004
5.0,1,1.580438
4.0,1,1.580667
2.0,1,1.580873
5.0,1,1.583086
5.0,1,1.583519
5.0,1,1.583904
2.0,1,1.584274
7.0,1,1.586561
5.0,1,1.586952
5.0,1,1.587326
5.0,1,1.587735
2.0,1,1.589983
7.0,1,1.590414
5.0,1,1.590796
5.0,1,1.591165
5.0,1,1.593416
7.0,1,1.593811
7.0,1,1.594189
7.0,1,1.594579
5.0,1,1.596672
5.0,1,1.597069
5.0,1,1.597477
7.0,1,1.59786
5.0,1,1.600092
5.0,1,1.600517
-10.0,1,1.600739
-10.0,1,1.60094
5.0,1,1.603173
5.0,1,1.603596
5.0,1,1.603978
5.0,1,1.604367
5.0,1,1.606601
1.0,1,1.60684
7.0,1,1.607211
5.0,1,1.607607
7.0,1,1.609839
5.0,1,1.610238
5.0,1,1.610638
5.0,1,1.611011
5.0,1,1.61325
5.0,1,1.61368
7.0,1,1.614063
7.0,1,1.614455
7.0,1,1.616703
5.0,1,1.617098
5.0,1,1.617505
7.0,1,1.617877
5.0,1,1.620095
5.0,1,1.62051
2.0,1,1.620884
7.0,1,1.621254
5.0,1,1.623517
5.0,1,1.623912
5.0,1,1.624297
2.0,1,1.624699
5.0,1,1.626958
5.0,1,1.627376
5.0,1,1.627761
7.0,1,1.628132
5.0,1,1.630433
5.0,1,1.630831
5.0,1,1.631204
5.0,1,1.631633
-10.0,1,1.63379
10.0,1,1.634027
2.0,1,1.634426
2.0,1,1.634803
5.0,1,1.637052
7.0,1,1.637477
5.0,1,1.63786
2.0,1,1.638078
5.0,1,1.640288
2.0,1,1.640703
5.0,1,1.641083
7.0,1,1.641513
5.0,1,1.643753
5.0,1,1.644148
5.0,1,1.644543
5.0,1,1.644911
5.0,1,1.647124
5.0,1,1.647539
5.0,1,1.647928
2.0,1,1.648314
5.0,1,1.650581
5.0,1,1.650973
7.0,1,1.651364
1.0,1,1.65174
2.0,1,1.653983
1.0,1,1.654409
5.0,1,1.654794
5.0,1,1.655166
1.0,1,1.657397
5.0,1,1.65779
7.0,1,1.658163
5.0,1,1.65857
5.0,1,1.660789
5.0,1,1.661184
5.0,1,1.661593
5.0,1,1.66197
5.0,1,1.66422
5.0,1,1.664648
2.0,1,1.665027
2.0,1,1.665416
5.0,1,1.667653
5.0,1,1.668048
7.0,1,1.668463
5.0,1,1.668838
7.0,1,1.671064
5.0,1,1.671477
5.0,1,1.671855
5.0,1,1.672235
6.0,1,1.67451
5.0,1,1.674904
5.0,1,1.675278
4.0,1,1.675668
5.0,1,1.677877
5.0,1,1.678272
5.0,1,1.678693
2.0,1,1.67906
5.0,1,1.681287
5.0,1,1.681714
5.0,1,1.682093
1.0,1,1.682494
5.0,1,1.68475
1.0,1,1.685143
5.0,1,1.685549
5.0,1,1.685923
5.0,1,1.688165
5.0,1,1.688591
7.0,1,1.688966
5.0,1,1.689371
7.0,1,1.691596
5.0,1,1.691991
2.0,1,1.692219
5.0,1,1.692596
5.0,1,1.694828
5.0,1,1.695226
5.0,1,1.695638
5.0,1,1.696009
5.0,1,1.698235
5.0,1,1.69866
-10.0,1,1.698884
5.0,1,1.699241
5.0,1,1.701489
5.0,1,1.701883
5.0,1,1.702249
1.0,1,1.702644
7.0,1,1.704715
5.0,1,1.705109
1.0,1,1.70551
5.0,1,1.705883
5.0,1,1.708088
7.0,1,1.708505
5.0,1,1.70888
5.0,1,1.709242
5.0,1,1.711527
5.0,1,1.71192
7.0,1,1.71229
5.0,1,1.712689
5.0,1,1.714998
5.0,1,1.715414
5.0,1,1.71579
5.0,1,1.716152
5.0,1,1.718382
5.0,1,1.718775
4.0,1,1.719144
5.0,1,1.719572
5.0,1,1.721791
2.0,1,1.722182
7.0,1,1.722586
5.0,1,1.722956
5.0,1,1.725183
1.0,1,1.725608
5.0,1,1.725984
5.0,1,1.726372
5.0,1,1.728471
5.0,1,1.728863
2.0,1,1.72924
2.0,1,1.729627
7.0,1,1.731843
5.0,1,1.732236
6.0,1,1.732471
5.0,1,1.732834
7.0,1,1.735069
5.0,1,1.735501
7.0,1,1.735881
1.0,1,1.736243
5.0,1,1.738746
5.0,1,1.73914
5.0,1,1.739544
5.0,1,1.739916
5.0,1,1.742126
7.0,1,1.742557
5.0,1,1.742931
6.0,1,1.743294
7.0,1,1.74556
7.0,1,1.745954
5.0,1,1.746327
5.0,1,1.74672
5.0,1,1.748948
5.0,1,1.749362
5.0,1,1.749748
5.0,1,1.750113
5.0,1,1.752331
7.0,1,1.752771
5.0,1,1.75314
7.0,1,1.753542
2.0,1,1.755621
6.0,1,1.756017
5.0,1,1.756411
5.0,1,1.756786
7.0,1,1.759044
5.0,1,1.759469
7.0,1,1.759848
5.0,1,1.760214
5.0,1,1.762467
4.0,1,1.762703
5.0,1,1.763064
7.0,1,1.763464
5.0,1,1.765706
5.0,1,1.766097
6.0,1,1.766486
5.0,1,1.766859
5.0,1,1.7691
5.0,1,1.769536
5.0,1,1.769915
5.0,1,1.770277
7.0,1,1.772528
5.0,1,1.772921
5.0,1,1.773291
5.0,1,1.773704
5.0,1,1.775964
5.0,1,1.776375
5.0,1,1.776749
5.0,1,1.777112
5.0,1,1.779393
7.0,1,1.779792
4.0,1,1.780163
7.0,1,1.780552
5.0,1,1.782817
7.0,1,1.783229
5.0,1,1.783647
5.0,1,1.784025
5.0,1,1.786259
5.0,1,1.786674
5.0,1,1.787049
5.0,1,1.787433
5.0,1,1.789715
5.0,1,1.790112
2.0,1,1.790527
4.0,1,1.790899
5.0,1,1.793127
2.0,1,1.793559
5.0,1,1.793939
5.0,1,1.794306
6.0,1,1.796554
5.0,1,1.796949
7.0,1,1.797322
4.0,1,1.797745
5.0,1,1.800022
5.0,1,1.800433
5.0,1,1.800811
4.0,1,1.801176
5.0,1,1.803449
6.0,1,1.803845
5.0,1,1.804214
7.0,1,1.804602
7.0,1,1.806856
5.0,1,1.807248
7.0,1,1.807653
5.0,1,1.808021
5.0,1,1.810279
7.0,1,1.810705
7.0,1,1.811078
7.0,1,1.811473
5.0,1,1.813578
5.0,1,1.813974
7.0,1,1.814364
5.0,1,1.814738
5.0,1,1.817003
7.0,1,1.817434
7.0,1,1.817814
5.0,1,1.818183
5.0,1,1.820456
5.0,1,1.820859
5.0,1,1.821255
7.0,1,1.821654
5.0,1,1.82393
5.0,1,1.824321
5.0,1,1.824715
5.0,1,1.825082
5.0,1,1.827392
7.0,1,1.827785
5.0,1,1.828152
5.0,1,1.828549
7.0,1,1.83083
1.0,1,1.831064
5.0,1,1.831453
5.0,1,1.831824
5.0,1,1.83408
5.0,1,1.834499
7.0,1,1.834877
5.0,1,1.835245
4.0,1,1.837567
7.0,1,1.83796
7.0,1,1.838329
5.0,1,1.838729
7.0,1,1.840981
7.0,1,1.841403
5.0,1,1.841784
5.0,1,1.842154
5.0,1,1.844403
5.0,1,1.844798
7.0,1,1.845171
5.0,1,1.845572
7.0,1,1.847801
5.0,1,1.848192
7.0,1,1.848595
5.0,1,1.848962
5.0,1,1.851179
5.0,1,1.851601
5.0,1,1.851979
5.0,1,1.852375
5.0,1,1.854645
5.0,1,1.855036
5.0,1,1.855445
5.0,1,1.855824
7.0,1,1.858062
5.0,1,1.858474
5.0,1,1.858855
5.0,1,1.859214
5.0,1,1.86147
7.0,1,1.861866
5.0,1,1.862236
7.0,1,1.862626
4.0,1,1.86484
5.0,1,1.865231
5.0,1,1.865632
5.0,1,1.866004
5.0,1,1.868253
5.0,1,1.868724
7.0,1,1.869115
7.0,1,1.869517
5.0,1,1.871794
7.0,1,1.87219
5.0,1,1.872586
5.0,1,1.872961
6.0,1,1.875192
5.0,1,1.875616
5.0,1,1.875991
5.0,1,1.876374
5.0,1,1.878606
5.0,1,1.879019
4.0,1,1.879425
5.0,1,1.8798
1.0,1,1.881887
7.0,1,1.882282
1.0,1,1.882516
5.0,1,1.882889
5.0,1,1.885149
7.0,1,1.885585
2.0,1,1.885809
5.0,1,1.886168
7.0,1,1.888424
4.0,1,1.888829
6.0,1,1.889202
7.0,1,1.889601
5.0,1,1.891815
7.0,1,1.892209
5.0,1,1.892616
5.0,1,1.892985
5.0,1,1.895236
5.0,1,1.895661
7.0,1,1.896037
7.0,1,1.896426
5.0,1,1.898679
7.0,1,1.899083
7.0,1,1.899504
5.0,1,1.899913
5.0,1,1.902134
5.0,1,1.902548
7.0,1,1.902924
5.0,1,1.903296
5.0,1,1.905562
5.0,1,1.905954
5.0,1,1.906326
5.0,1,1.906717
7.0,1,1.908955
5.0,1,1.909372
5.0,1,1.909751
5.0,1,1.910123
5.0,1,1.912332
5.0,1,1.912745
5.0,1,1.91312
5.0,1,1.913519
-11.0,1,1.915622
10.0,1,1.916019
7.0,1,1.916415
5.0,1,1.91679
5.0,1,1.919024
7.0,1,1.919451
5.0,1,1.919834
5.0,1,1.920205
5.0,1,1.922448
5.0,1,1.922841
5.0,1,1.923212
5.0,1,1.92361
5.0,1,1.925818
5.0,1,1.926219
5.0,1,1.92661
7.0,1,1.92698
7.0,1,1.929196
5.0,1,1.92962
4.0,1,1.929995
10.0,1,1.930372
5.0,1,1.932608
5.0,1,1.933001
7.0,1,1.933415
10.0,1,1.933791
7.0,1,1.936044
5.0,1,1.936458
6.0,1,1.936833
5.0,1,1.937196
5.0,1,1.939459
10.0,1,1.939852
5.0,1,1.940222
5.0,1,1.940611
4.0,1,1.942831
10.0,1,1.943224
10.0,1,1.943631
5.0,1,1.944003
5.0,1,1.946239
4.0,1,1.946656
5.0,1,1.947043
5.0,1,1.947455
5.0,1,1.94971
5.0,1,1.950103
5.0,1,1.950495
5.0,1,1.950865
5.0,1,1.95308
5.0,1,1.953505
5.0,1,1.953882
10.0,1,1.954246
7.0,1,1.9565
10.0,1,1.956891
5.0,1,1.957257
5.0,1,1.957651
5.0,1,1.959889
6.0,1,1.960279
10.0,1,1.96068
5.0,1,1.961047
5.0,1,1.963286
5.0,1,1.963708
5.0,1,1.964082
5.0,1,1.964471
5.0,1,1.966741
6.0,1,1.966974
10.0,1,1.967357
-10.0,1,1.96758
6.0,1,1.969677
5.0,1,1.97007
-10.0,1,1.970283
5.0,1,1.970669
5.0,1,1.972907
5.0,1,1.973296
10.0,1,1.973703
10.0,1,1.974071
10.0,1,1.9764
5.0,1,1.976793
6.0,1,1.977165
5.0,1,1.977605
10.0,1,1.979934
5.0,1,1.980328
5.0,1,1.980726
5.0,1,1.981097
5.0,1,1.983371
5.0,1,1.983768
5.0,1,1.984139
1.0,1,1.984528
10.0,1,1.986925
5.0,1,1.987324
5.0,1,1.987757
10.0,1,1.988135
5.0,1,1.990417
5.0,1,1.990815
5.0,1,1.991201
6.0,1,1.991606
5.0,1,1.993883
5.0,1,1.994276
5.0,1,1.994671
5.0,1,1.995041
5.0,1,1.99729
5.0,1,1.997713
5.0,1,1.998091
5.0,1,1.998478
5.0,1,2.000747
5.0,1,2.00114
7.0,1,2.001386
4.0,1,2.001756
5.0,1,2.004013
4.0,1,2.00444
5.0,1,2.004822
5.0,1,2.005187
5.0,1,2.007465
5.0,1,2.007866
10.0,1,2.008236
5.0,1,2.008641
5.0,1,2.010895
10.0,1,2.011292
5.0,1,2.011702
5.0,1,2.012073
5.0,1,2.014323
10.0,1,2.014735
5.0,1,2.015105
5.0,1,2.015498
5.0,1,2.017739
5.0,1,2.018131
5.0,1,2.018525
5.0,1,2.018906
5.0,1,2.02117
5.0,1,2.021593
5.0,1,2.021976
5.0,1,2.022352
5.0,1,2.024602
6.0,1,2.025008
4.0,1,2.0254
10.0,1,2.025773
10.0,1,2.028021
5.0,1,2.028447
10.0,1,2.02883
6.0,1,2.029215
5.0,1,2.03149
2.0,1,2.031884
5.0,1,2.032256
5.0,1,2.032652
5.0,1,2.034987
5.0,1,2.035415
5.0,1,2.035795
10.0,1,2.036162
5.0,1,2.038466
5.0,1,2.038861
5.0,1,2.039242
5.0,1,2.039677
6.0,1,2.041975
5.0,1,2.042398
5.0,1,2.042777
5.0,1,2.043143
5.0,1,2.045394
5.0,1,2.04579
5.0,1,2.046164
5.0,1,2.046563
10.0,1,2.048813
5.0,1,2.049215
5.0,1,2.049609
5.0,1,2.049988
10.0,1,2.052222
5.0,1,2.052649
5.0,1,2.053024
4.0,1,2.053412
5.0,1,2.055645
5.0,1,2.056038
5.0,1,2.056449
6.0,1,2.056827
5.0,1,2.059065
5.0,1,2.059479
7.0,1,2.059873
5.0,1,2.060238
10.0,1,2.062554
5.0,1,2.062946
10.0,1,2.063317
1.0,1,2.063709
10.0,1,2.065948
5.0,1,2.066366
10.0,1,2.066751
10.0,1,2.067117
5.0,1,2.0694
5.0,1,2.069802
5.0,1,2.070174
10.0,1,2.070575
5.0,1,2.072858
5.0,1,2.073252
6.0,1,2.073661
5.0,1,2.073884
10.0,1,2.076104
6.0,1,2.076527
10.0,1,2.076905
5.0,1,2.077267
5.0,1,2.079519
5.0,1,2.079927
5.0,1,2.080296
5.0,1,2.080695
5.0,1,2.082925
5.0,1,2.083319
5.0,1,2.083711
5.0,1,2.084079
5.0,1,2.086307
10.0,1,2.08672
5.0,1,2.087098
1.0,1,2.08749
10.0,1,2.089735
6.0,1,2.090127
5.0,1,2.090515
10.0,1,2.090882
5.0,1,2.093097
5.0,1,2.093511
10.0,1,2.093886
5.0,1,2.094249
5.0,1,2.096509
10.0,1,2.096903
5.0,1,2.097275
5.0,1,2.09767
10.0,1,2.099894
7.0,1,2.100289
5.0,1,2.100696
-12.0,1,2.100919
5.0,1,2.103135
10.0,1,2.103544
3.0,1,2.103784
5.0,1,2.104137
5.0,1,2.106779
10.0,1,2.107172
6.0,1,2.107566
5.0,1,2.107939
5.0,1,2.11042
5.0,1,2.110815
10.0,1,2.111187
6.0,1,2.111573
5.0,1,2.113797
5.0,1,2.114191
10.0,1,2.114584
5.0,1,2.11496
10.0,1,2.117174
5.0,1,2.117587
5.0,1,2.117964
5.0,1,2.118328
5.0,1,2.120601
5.0,1,2.121017
5.0,1,2.12141
4.0,1,2.121631
5.0,1,2.123839
5.0,1,2.124231
3.0,1,2.124478
5.0,1,2.12485
5.0,1,2.127051
10.0,1,2.127464
10.0,1,2.127849
3.0,1,2.128062
6.0,1,2.130274
5.0,1,2.130691
10.0,1,2.131068
5.0,1,2.131456
5.0,1,2.133688
10.0,1,2.134082
5.0,1,2.134476
5.0,1,2.134848
5.0,1,2.1371
5.0,1,2.137519
5.0,1,2.137893
5.0,1,2.138258
5.0,1,2.14053
5.0,1,2.14092
5.0,1,2.141288
5.0,1,2.141677
1.0,1,2.14375
5.0,1,2.144145
5.0,1,2.144547
5.0,1,2.144921
5.0,1,2.147162
10.0,1,2.147576
5.0,1,2.147951
5.0,1,2.148314
10.0,1,2.150639
4.0,1,2.151036
10.0,1,2.151428
4.0,1,2.151803
5.0,1,2.154048
5.0,1,2.154469
4.0,1,2.154848
10.0,1,2.155212
5.0,1,2.157459
-12.0,1,2.157699
5.0,1,2.158064
10.0,1,2.158461
5.0,1,2.160721
10.0,1,2.161124
5.0,1,2.161518
5.0,1,2.161886
5.0,1,2.16411
6.0,1,2.164536
5.0,1,2.164912
5.0,1,2.165274
5.0,1,2.167546
5.0,1,2.167937
6.0,1,2.168305
10.0,1,2.168713
10.0,1,2.170967
5.0,1,2.171386
5.0,1,2.171765
6.0,1,2.172132
5.0,1,2.174762
10.0,1,2.175157
-11.0,1,2.175406
5.0,1,2.175779
5.0,1,2.178021
5.0,1,2.178437
10.0,1,2.178816
5.0,1,2.179182
5.0,1,2.181444
5.0,1,2.18186
5.0,1,2.182228
5.0,1,2.182609
7.0,1,2.184856
5.0,1,2.185251
5.0,1,2.185645
10.0,1,2.186017
5.0,1,2.188258
10.0,1,2.188696
5.0,1,2.189074
4.0,1,2.189459
5.0,1,2.19172
5.0,1,2.192129
5.0,1,2.19253
5.0,1,2.1929
5.0,1,2.195116
5.0,1,2.195542
5.0,1,2.195921
5.0,1,2.196284
10.0,1,2.198565
4.0,1,2.198959
5.0,1,2.199332
4.0,1,2.199742
5.0,1,2.201979
5.0,1,2.202392
5.0,1,2.202771
10.0,1,2.203137
5.0,1,2.205387
5.0,1,2.205783
5.0,1,2.206162
5.0,1,2.206548
5.0,1,2.208791
5.0,1,2.209184
5.0,1,2.209577
5.0,1,2.209957
5.0,1,2.212184
10.0,1,2.212609
10.0,1,2.212986
5.0,1,2.213369
5.0,1,2.215618
5.0,1,2.216011
5.0,1,2.216418
10.0,1,2.216791
10.0,1,2.21903
5.0,1,2.219458
2.0,1,2.219683
5.0,1,2.22005
5.0,1,2.222274
5.0,1,2.222689
5.0,1,2.223065
6.0,1,2.223459
1.0,1,2.22554
5.0,1,2.225933
10.0,1,2.226304
5.0,1,2.226689
5.0,1,2.228951
6.0,1,2.229378
5.0,1,2.229767
6.0,1,2.230137
6.0,1,2.23239
5.0,1,2.232786
5.0,1,2.233157
5.0,1,2.233557
5.0,1,2.235775
5.0,1,2.236167
5.0,1,2.236575
5.0,1,2.236955
5.0,1,2.239199
5.0,1,2.239614
5.0,1,2.239996
6.0,1,2.240381
6.0,1,2.24261
5.0,1,2.243006
5.0,1,2.243396
5.0,1,2.24377
5.0,1,2.246038
5.0,1,2.246459
5.0,1,2.246839
5.0,1,2.247203
4.0,1,2.249467
5.0,1,2.24987
5.0,1,2.250242
5.0,1,2.250641
10.0,1,2.252871
5.0,1,2.253263
5.0,1,2.253655
5.0,1,2.254033
5.0,1,2.256291
5.0,1,2.256718
10.0,1,2.257088
5.0,1,2.257474
10.0,1,2.259735
5.0,1,2.260127
6.0,1,2.260531
5.0,1,2.260904
5.0,1,2.26314
5.0,1,2.263562
5.0,1,2.263937
5.0,1,2.264302
5.0,1,2.266553
5.0,1,2.266943
5.0,1,2.267313
4.0,1,2.267721
1.0,1,2.269967
5.0,1,2.270377
6.0,1,2.270754
3.0,1,2.270968
5.0,1,2.273207
5.0,1,2.273631
5.0,1,2.274011
2.0,1,2.274227
5.0,1,2.276479
10.0,1,2.276872
5.0,1,2.277244
5.0,1,2.277634
5.0,1,2.279877
5.0,1,2.280112
2.0,1,2.280314
5.0,1,2.280705
5.0,1,2.282954
5.0,1,2.283369
5.0,1,2.283751
5.0,1,2.284119
5.0,1,2.286366
5.0,1,2.286759
5.0,1,2.287125
10.0,1,2.287527
5.0,1,2.289768
5.0,1,2.290164
5.0,1,2.290563
5.0,1,2.290934
5.0,1,2.293188
5.0,1,2.293613
10.0,1,2.293989
6.0,1,2.294373
5.0,1,2.296613
5.0,1,2.297005
5.0,1,2.297397
10.0,1,2.297769
5.0,1,2.300048
10.0,1,2.300469
5.0,1,2.300848
10.0,1,2.301214
-10.0,1,2.303311
5.0,1,2.303737
5.0,1,2.304116
5.0,1,2.304507
5.0,1,2.306796
5.0,1,2.307271
5.0,1,2.307682
5.0,1,2.308077
4.0,1,2.310427
5.0,1,2.310823
5.0,1,2.311194
5.0,1,2.311596
4.0,1,2.31369
5.0,1,2.314088
6.0,1,2.314483
5.0,1,2.314856
5.0,1,2.317102
5.0,1,2.317516
10.0,1,2.317892
10.0,1,2.318257
5.0,1,2.320543
5.0,1,2.320948
10.0,1,2.32132
1.0,1,2.321555
5.0,1,2.323845
5.0,1,2.324237
5.0,1,2.324641
5.0,1,2.325019
5.0,1,2.32724
10.0,1,2.327696
5.0,1,2.328071
4.0,1,2.328468
5.0,1,2.33071
10.0,1,2.331103
5.0,1,2.331497
5.0,1,2.331869
5.0,1,2.334109
5.0,1,2.334536
10.0,1,2.334944
10.0,1,2.335313
5.0,1,2.337564
5.0,1,2.33797
10.0,1,2.338363
5.0,1,2.338742
5.0,1,2.341009
10.0,1,2.341428
10.0,1,2.341811
6.0,1,2.34218
6.0,1,2.344442
10.0,1,2.344849
6.0,1,2.345221
5.0,1,2.345608
5.0,1,2.347826
6.0,1,2.348223
5.0,1,2.348629
6.0,1,2.349002
5.0,1,2.351238
10.0,1,2.351653
5.0,1,2.352031
5.0,1,2.352434
5.0,1,2.354687
5.0,1,2.355104
5.0,1,2.355498
5.0,1,2.355869
5.0,1,2.358088
5.0,1,2.358512
7.0,1,2.358891
5.0,1,2.359261
5.0,1,2.361537
10.0,1,2.361931
10.0,1,2.3623
5.0,1,2.362696
5.0,1,2.364935
5.0,1,2.365327
10.0,1,2.365726
5.0,1,2.366091
5.0,1,2.368315
5.0,1,2.36876
5.0,1,2.36914
5.0,1,2.369528
6.0,1,2.371786
5.0,1,2.37218
5.0,1,2.372586
5.0,1,2.372957
5.0,1,2.37519
5.0,1,2.375612
5.0,1,2.375988
10.0,1,2.376377
5.0,1,2.378613
5.0,1,2.379017
5.0,1,2.379425
5.0,1,2.379811
5.0,1,2.382057
10.0,1,2.382468
10.0,1,2.382842
5.0,1,2.383202
5.0,1,2.385475
4.0,1,2.385869
5.0,1,2.386254
5.0,1,2.38664
6.0,1,2.388877
5.0,1,2.389271
6.0,1,2.389663
4.0,1,2.390037
5.0,1,2.392275
5.0,1,2.392697
5.0,1,2.393071
5.0,1,2.393455
5.0,1,2.395699
10.0,1,2.396117
5.0,1,2.396524
5.0,1,2.396896
10.0,1,2.399123
5.0,1,2.399547
5.0,1,2.399928
5.0,1,2.400299
5.0,1,2.402574
6.0,1,2.402977
5.0,1,2.403373
5.0,1,2.403754
5.0,1,2.406005
4.0,1,2.40642
5.0,1,2.406796
5.0,1,2.407169
5.0,1,2.409426
6.0,1,2.409826
4.0,1,2.4102
6.0,1,2.410589
5.0,1,2.412827
6.0,1,2.41322
5.0,1,2.413619
10.0,1,2.41399
5.0,1,2.416206
10.0,1,2.416628
10.0,1,2.417004
5.0,1,2.417388
5.0,1,2.419508
3.0,1,2.419738
5.0,1,2.420109
5.0,1,2.420507
5.0,1,2.422739
5.0,1,2.423132
5.0,1,2.42354
10.0,1,2.423914
5.0,1,2.426148
10.0,1,2.426559
4.0,1,2.426936
5.0,1,2.4273
6.0,1,2.429555
10.0,1,2.429958
5.0,1,2.430355
5.0,1,2.430728
5.0,1,2.43297
5.0,1,2.433391
5.0,1,2.433781
10.0,1,2.434147
5.0,1,2.436386
5.0,1,2.436788
1.0,1,2.437158
10.0,1,2.437545
10.0,1,2.439795
5.0,1,2.440188
5.0,1,2.440596
10.0,1,2.440978
10.0,1,2.443224
5.0,1,2.443644
5.0,1,2.444018
5.0,1,2.44442
5.0,1,2.446654
5.0,1,2.447047
10.0,1,2.447438
5.0,1,2.44781
10.0,1,2.450075
5.0,1,2.4505
5.0,1,2.450877
5.0,1,2.451244
5.0,1,2.45355
6.0,1,2.453942
5.0,1,2.45432
10.0,1,2.454721
6.0,1,2.456968
10.0,1,2.457378
5.0,1,2.457758
10.0,1,2.458128
10.0,1,2.46041
10.0,1,2.460809
5.0,1,2.46118
5.0,1,2.461567
5.0,1,2.463871
10.0,1,2.464263
10.0,1,2.464688
5.0,1,2.465061
10.0,1,2.467293
5.0,1,2.467707
10.0,1,2.468082
5.0,1,2.468474
5.0,1,2.470716
5.0,1,2.471105
5.0,1,2.471495
5.0,1,2.471866
10.0,1,2.474095
1.0,1,2.474524
5.0,1,2.474899
5.0,1,2.475266
5.0,1,2.477512
10.0,1,2.477906
6.0,1,2.478277
5.0,1,2.478678
10.0,1,2.480963
6.0,1,2.481376
-11.0,1,2.4816
5.0,1,2.481961
5.0,1,2.484189
5.0,1,2.484612
-8.0,1,2.484836
5.0,1,2.485192
5.0,1,2.487501
10.0,1,2.487893
10.0,1,2.488264
4.0,1,2.488663
5.0,1,2.490904
5.0,1,2.491299
5.0,1,2.491703
5.0,1,2.492078
5.0,1,2.494307
10.0,1,2.494722
5.0,1,2.495106
5.0,1,2.49549
5.0,1,2.497731
10.0,1,2.498123
5.0,1,2.498515
5.0,1,2.498886
10.0,1,2.501113
10.0,1,2.501528
5.0,1,2.501906
10.0,1,2.502272
5.0,1,2.504523
4.0,1,2.504918
10.0,1,2.505289
4.0,1,2.505677
7.0,1,2.507738
5.0,1,2.508132
5.0,1,2.508535
5.0,1,2.50891
5.0,1,2.511116
4.0,1,2.511531
5.0,1,2.511908
6.0,1,2.512282
4.0,1,2.514547
5.0,1,2.514937
5.0,1,2.515306
4.0,1,2.51569
10.0,1,2.517929
4.0,1,2.518325
5.0,1,2.518732
6.0,1,2.519095
10.0,1,2.521328
5.0,1,2.521746
5.0,1,2.521964
4.0,1,2.522322
5.0,1,2.524584
5.0,1,2.524978
5.0,1,2.525369
5.0,1,2.525744
5.0,1,2.528006
5.0,1,2.528434
5.0,1,2.528814
5.0,1,2.529179
5.0,1,2.531421
10.0,1,2.531814
6.0,1,2.532185
